1, 0, 23, 0, 23, 0, 23
2, 1, 51, 0.5, 37, 1, 51
3, 1, 53, 0.666667, 42.3333, 1, 53
4, 0, 21, 0.5, 37, 1, 53
5, 1, 54, 0.6, 40.4, 1, 54
6, 1, 51, 0.666667, 42.1667, 1, 54
7, 1, 72, 0.714286, 46.4286, 1, 72
8, 0, 23, 0.625, 43.5, 1, 72
9, 0, 23, 0.555556, 41.2222, 1, 72
10, 0, 21, 0.5, 39.2, 1, 72
11, 0, 23, 0.454545, 37.7273, 1, 72
12, 0, 23, 0.416667, 36.5, 1, 72
13, 0, 21, 0.384615, 35.3077, 1, 72
14, 0, 23, 0.357143, 34.4286, 1, 72
15, 0, 21, 0.333333, 33.5333, 1, 72
16, 1, 51, 0.375, 34.625, 1, 72
17, 0, 23, 0.352941, 33.9412, 1, 72
18, 0, 23, 0.333333, 33.3333, 1, 72
19, 0, 21, 0.315789, 32.6842, 1, 72
20, 0, 21, 0.3, 32.1, 1, 72
21, 1, 51, 0.333333, 33, 1, 72
22, 1, 53, 0.363636, 33.9091, 1, 72
23, 0, 21, 0.347826, 33.3478, 1, 72
24, 1, 52, 0.375, 34.125, 1, 72
25, 1, 54, 0.4, 34.92, 1, 72
26, 0, 23, 0.384615, 34.4615, 1, 72
27, 0, 21, 0.37037, 33.963, 1, 72
28, 1, 50, 0.392857, 34.5357, 1, 72
29, 0, 21, 0.37931, 34.069, 1, 72
30, 1, 52, 0.4, 34.6667, 1, 72
31, 0, 23, 0.387097, 34.2903, 1, 72
32, 0, 21, 0.375, 33.875, 1, 72
33, 0, 21, 0.363636, 33.4849, 1, 72
34, 1, 51, 0.382353, 34, 1, 72
35, 1, 53, 0.4, 34.5429, 1, 72
36, 0, 23, 0.388889, 34.2222, 1, 72
37, 1, 51, 0.405405, 34.6757, 1, 72
38, 0, 21, 0.394737, 34.3158, 1, 72
39, 0, 23, 0.384615, 34.0256, 1, 72
40, 1, 53, 0.4, 34.5, 1, 72
41, 0, 23, 0.390244, 34.2195, 1, 72
42, 1, 49, 0.404762, 34.5714, 1, 72
43, 0, 23, 0.395349, 34.3023, 1, 72
44, 0, 23, 0.386364, 34.0455, 1, 72
45, 0, 23, 0.377778, 33.8, 1, 72
46, 1, 51, 0.391304, 34.1739, 1, 72
47, 0, 21, 0.382979, 33.8936, 1, 72
48, 0, 23, 0.375, 33.6667, 1, 72
49, 1, 49, 0.387755, 33.9796, 1, 72
50, 0, 23, 0.38, 33.76, 1, 72
51, 0, 23, 0.372549, 33.549, 1, 72
52, 0, 21, 0.365385, 33.3077, 1, 72
53, 0, 21, 0.358491, 33.0755, 1, 72
54, 0, 23, 0.351852, 32.8889, 1, 72
55, 0, 21, 0.345455, 32.6727, 1, 72
56, 0, 23, 0.339286, 32.5, 1, 72
57, 0, 21, 0.333333, 32.2982, 1, 72
58, 0, 21, 0.327586, 32.1035, 1, 72
59, 1, 50, 0.338983, 32.4068, 1, 72
60, 0, 23, 0.333333, 32.25, 1, 72
61, 2, 82, 0.360656, 33.0656, 2, 82
62, 0, 23, 0.354839, 32.9032, 2, 82
63, 1, 49, 0.365079, 33.1587, 2, 82
64, 0, 23, 0.359375, 33, 2, 82
65, 1, 51, 0.369231, 33.2769, 2, 82
66, 0, 23, 0.363636, 33.1212, 2, 82
67, 0, 23, 0.358209, 32.9701, 2, 82
68, 0, 21, 0.352941, 32.7941, 2, 82
69, 0, 21, 0.347826, 32.6232, 2, 82
70, 0, 21, 0.342857, 32.4571, 2, 82
71, 0, 23, 0.338028, 32.3239, 2, 82
72, 0, 21, 0.333333, 32.1667, 2, 82
73, 1, 50, 0.342466, 32.411, 2, 82
74, 0, 21, 0.337838, 32.2568, 2, 82
75, 0, 21, 0.333333, 32.1067, 2, 82
76, 0, 23, 0.328947, 31.9868, 2, 82
77, 1, 51, 0.337662, 32.2338, 2, 82
78, 0, 21, 0.333333, 32.0897, 2, 82
79, 1, 53, 0.341772, 32.3544, 2, 82
80, 1, 54, 0.35, 32.625, 2, 82
81, 1, 72, 0.358025, 33.1111, 2, 82
82, 0, 23, 0.353658, 32.9878, 2, 82
83, 0, 21, 0.349398, 32.8434, 2, 82
84, 0, 23, 0.345238, 32.7262, 2, 82
85, 0, 23, 0.341176, 32.6118, 2, 82
86, 0, 23, 0.337209, 32.5, 2, 82
87, 0, 21, 0.333333, 32.3678, 2, 82
88, 0, 21, 0.329545, 32.2386, 2, 82
