10000,0.0229278,0.484375,41.6953,
11000,0.0324105,0.476562,40.3672,
12000,0.0229306,0.492188,40.9609,
13000,0.0158843,0.429688,38.75,
14000,0.000734127,0.390625,37.8203,
15000,0.0081094,0.320312,35.5938,
16000,0.0231805,0.28125,33.6328,
17000,0.00190206,0.3125,35.1797,
18000,0.0156764,0.390625,38.6094,
19000,0.000574682,0.4375,39.7422,
20000,0.000274438,0.476562,41.6953,
21000,0.00842774,0.53125,43.9375,
22000,0.000772938,0.429688,39.5078,
23000,0.0089305,0.34375,35.6953,
24000,0.00851042,0.273438,32.6172,
25000,0.00964468,0.242188,31.7344,
26000,0.000690579,0.328125,34.4219,
27000,0.0085752,0.421875,38.6172,
28000,0.0242933,0.398438,37.6172,
29000,0.000976794,0.429688,38.7656,
30000,0.000207642,0.492188,40.7656,
31000,0.00119351,0.492188,41.625,
32000,0.00818499,0.460938,40.0234,
33000,0.0091365,0.460938,40.1406,
34000,0.0163027,0.46875,40.7109,
35000,0.00176342,0.4375,39.1641,
36000,0.00864796,0.5,41,
37000,0.00977949,0.570312,43.875,
38000,0.016063,0.53125,42.4844,
39000,0.000411494,0.578125,44.1797,
40000,0.0164467,0.414062,37.9922,
41000,0.00939337,0.375,37.1875,
42000,0.00169715,0.398438,37.2266,
43000,0.00148579,0.492188,40.375,
44000,0.00289008,0.46875,40.0781,
45000,0.00168126,0.476562,40.6172,
46000,0.00847327,0.453125,39.1953,
47000,0.00122597,0.414062,38.5781,
48000,0.0164591,0.367188,37.375,
49000,0.000512593,0.421875,39.7656,
50000,0.0164306,0.429688,39.4688,
51000,0.000541097,0.382812,37.6328,
52000,0.00929788,0.40625,38.0156,
53000,0.0163433,0.3125,33.9688,
54000,0.0101198,0.296875,34.0156,
55000,0.00866831,0.421875,37.0312,
56000,0.00880514,0.460938,38.9297,
57000,0.00943304,0.515625,41.4141,
58000,0.0170688,0.5,40.6562,
59000,0.0184032,0.539062,42.6172,
60000,0.00987424,0.398438,38.9922,
61000,0.0187534,0.453125,41.3906,
62000,0.0396165,0.445312,41.2344,
63000,0.0238377,0.523438,43.7891,
64000,0.0398811,0.523438,43.9453,
65000,0.0319718,0.5625,44.8359,
66000,0.000957271,0.46875,40.9609,
67000,0.00955703,0.351562,35.6797,
68000,0.00358882,0.34375,36.2031,
69000,0.0178521,0.335938,35.8047,
70000,0.0110806,0.320312,36.2266,
71000,0.00979848,0.390625,38.375,
72000,0.0101656,0.414062,39.4062,
73000,0.0100118,0.484375,41.5859,
74000,0.0190356,0.53125,42.5234,
75000,0.00119677,0.53125,42.4922,
76000,0.0100988,0.492188,41.8594,
77000,0.010841,0.484375,40.3984,
78000,0.000718261,0.453125,40.2031,
79000,0.00146367,0.4375,40.5547,
80000,0.0113605,0.367188,37.2969,
81000,0.00956548,0.296875,35.3047,
82000,0.0101632,0.3125,36.0312,
83000,0.00385342,0.304688,35.2734,
84000,0.0170499,0.335938,35.7031,
85000,0.0104567,0.46875,39.8125,
86000,0.0189534,0.445312,38.6719,
87000,0.0191223,0.484375,40.3516,
88000,0.00146619,0.492188,40.5391,
89000,0.0120973,0.460938,40.0391,
90000,0.00272261,0.382812,38.2578,
91000,0.000881271,0.40625,39.4375,
92000,0.00294946,0.460938,41.0625,
93000,0.0102275,0.484375,41.5078,
94000,0.0346801,0.53125,42.3438,
95000,0.0252261,0.601562,44.6953,
96000,0.134856,0.546875,42.1797,
97000,0.0111072,0.460938,39.2266,
98000,0.00995357,0.460938,39.9453,
99000,0.00144204,0.476562,40.8594,
100000,0.00859226,0.34375,36.1562,
101000,0.00845962,0.453125,39.8984,
102000,0.00941604,0.460938,40.4531,
103000,0.0181631,0.40625,38.1641,
104000,0.00920871,0.382812,37.9141,
105000,0.00358932,0.429688,39.7734,
106000,0.0100431,0.34375,36.8125,
107000,0.00971294,0.296875,34.6016,
108000,0.0407403,0.28125,33.4766,
109000,0.00318597,0.226562,31.2109,
110000,0.0027533,0.25,32.0781,
111000,0.0103031,0.25,32.2812,
112000,0.0188853,0.25,32.6016,
113000,0.0176057,0.289062,33.9766,
114000,0.0257718,0.226562,31.2422,
115000,0.00338451,0.25,31.9766,
116000,0.00824175,0.21875,30.6016,
117000,0.0270156,0.257812,32.6875,
118000,0.00262712,0.289062,33.3203,
119000,0.000777895,0.273438,32.7578,
120000,0.00211488,0.25,31.8438,
121000,0.0106854,0.15625,28.5625,
122000,0.0270268,0.242188,32,
123000,0.00994523,0.28125,33.9219,
124000,0.00137145,0.3125,35.0938,
125000,0.00998636,0.335938,36.2891,
126000,0.0279185,0.40625,39.5,
127000,0.00223082,0.320312,35.7812,
128000,0.0113622,0.335938,36.3125,
129000,0.0113622,0.3125,35.3594,
130000,0.00900713,0.226562,31.8281,
131000,0.00401114,0.203125,30.9609,
132000,0.00312972,0.179688,29.9297,
